,vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,f1dev,aucdev,f1train,auctrain
1439,119.0,identity_hate,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,,False,unicode,0.9777398685195973,0.5227729540014016,0.9774086795870963,0.5298825188669835
1440,120.0,toxic,multi,{'alpha': 1.0},count,0.0,0.0,4000,english,True,,0.9474078388948989,0.8189555076780703,0.9486381532335453,0.8253225290279371
1441,120.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,True,,0.7816010651576931,0.820500962369582,0.7830820695407299,0.8268769229706123
1442,120.0,severe_toxic,multi,{'alpha': 0.0001},count,0.0,0.0,4000,english,True,,0.9850628276608139,0.7783058558636977,0.9863142695712223,0.8509379051107202
1443,120.0,severe_toxic,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,True,,0.9503411833236248,0.9420620425848034,0.949095540030313,0.9352404721171377
1444,120.0,obscene,multi,{'alpha': 1.0},count,0.0,0.0,4000,english,True,,0.9703544977947907,0.8616493967284744,0.9719290063944468,0.8689894691858394
1445,120.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,True,,0.9376716318548722,0.8925909760452335,0.9394904172981893,0.8999277006725233
1446,120.0,threat,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,True,,0.9931139219439128,0.6227667390215396,0.9947714411271446,0.8657728310631743
1447,120.0,threat,bern,{'alpha': 1.0},count,0.0,0.0,4000,english,True,,0.9882250145627028,0.7289338680743758,0.9875339676959365,0.7878253165715287
1448,120.0,insult,multi,{'alpha': 0.1},count,0.0,0.0,4000,english,True,,0.9645086127985354,0.820329692353291,0.9657767055594917,0.8351760035955266
1449,120.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,True,,0.9333444287259716,0.8770961863549409,0.9344770992708716,0.8800550301006846
1450,120.0,identity_hate,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,True,,0.9833153033202963,0.6828029416247962,0.9857044205088652,0.8098130177226486
1451,120.0,identity_hate,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,True,,0.9686277773154698,0.799807688067361,0.9683954691802015,0.8595123524824679
1452,121.0,toxic,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,True,,0.9450361987184821,0.788635955589616,0.9462974090383218,0.7957503634016614
1453,121.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,True,,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1454,121.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,True,,0.9805899975035367,0.7516638238440548,0.9813188882810328,0.8071738432005654
1455,121.0,severe_toxic,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,True,,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1456,121.0,obscene,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,True,,0.9646126321045186,0.8223942559669967,0.964601849277598,0.8281338416764634
1457,121.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,True,,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1458,121.0,threat,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,True,,0.9897436964300574,0.621076139589247,0.9903320986879277,0.7923250297302127
1459,121.0,threat,bern,{'alpha': 1.0},count,1.0,0.0,4000,english,True,,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1460,121.0,insult,multi,{'alpha': 1.0},count,1.0,0.0,4000,english,True,,0.9604726637263876,0.793625412264491,0.9602342537868936,0.8014990584389854
1461,121.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,True,,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1462,121.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,4000,english,True,,0.9790089040525921,0.6772367766372638,0.9786642511860667,0.6904281732880205
1463,121.0,identity_hate,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,True,,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1464,122.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,True,,0.9496546559041358,0.7563191652930006,0.9511851699057424,0.7651718037089825
1465,122.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,True,,0.7816010651576931,0.820500962369582,0.7830820695407299,0.8268769229706123
1466,122.0,severe_toxic,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,,0.9903262045435632,0.6389019457646395,0.9908881375389003,0.6689806028770392
1467,122.0,severe_toxic,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,english,True,,0.9503411833236248,0.9420620425848034,0.949095540030313,0.9352404721171377
1468,122.0,obscene,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,True,,0.9735166846966797,0.7832756236491792,0.9747719792292584,0.7986589648772386
1469,122.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,True,,0.9376716318548722,0.8925909760452335,0.9394904172981893,0.8999277006725233
1470,122.0,threat,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,True,,0.9968794208205043,0.5543723856985671,0.9974440149592387,0.6069989476619205
1471,122.0,threat,bern,{'alpha': 1.0},tfidf,0.0,0.0,4000,english,True,,0.9882250145627028,0.7289338680743758,0.9875339676959365,0.7878253165715287
1472,122.0,insult,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,,0.9691478738453857,0.7365175525052967,0.9696689775163,0.7505671911127451
1473,122.0,insult,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,True,,0.9333444287259716,0.8770961863549409,0.9344770992708716,0.8800550301006846
1474,122.0,identity_hate,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,,0.9912415744362154,0.5703038643577731,0.9918746580809485,0.5853575131769319
1475,122.0,identity_hate,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,english,True,,0.9686277773154698,0.799807688067361,0.9683954691802015,0.8595123524824679
1476,123.0,toxic,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,english,True,,0.9447449446617292,0.7531174086873536,0.9464139978296549,0.7628245761809216
1477,123.0,toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1478,123.0,severe_toxic,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,,0.9902637929599734,0.5074106148328716,0.9899823323139287,0.5101406753250926
1479,123.0,severe_toxic,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,True,,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1480,123.0,obscene,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,english,True,,0.9671507031705084,0.7766941803731569,0.9678125252235366,0.7914981484117629
1481,123.0,obscene,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1482,123.0,threat,multi,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,True,,0.996775401514521,0.5032051282051282,0.9971301220594961,0.5046538879218885
1483,123.0,threat,bern,{'alpha': 1.0},tfidf,1.0,0.0,4000,english,True,,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1484,123.0,insult,multi,{'alpha': 0.001},tfidf,1.0,0.0,4000,english,True,,0.9635308313222934,0.7397128242935784,0.9638395379496516,0.7580653625537881
1485,123.0,insult,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1486,123.0,identity_hate,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,,0.9909087126570691,0.5011415525114156,0.991336555967104,0.500517063081696
1487,123.0,identity_hate,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,True,,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1488,124.0,toxic,multi,{'alpha': 2.0},count,0.0,0.0,4000,english,False,,0.9448073562453191,0.7908536330656694,0.9460642314556559,0.7982906324207473
1489,124.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,False,,0.7803944412082882,0.8139737388781244,0.7819699918387846,0.8212569301980012
1490,124.0,severe_toxic,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,False,,0.9806732129483232,0.7432245611236551,0.9816238128122113,0.8103989903857739
1491,124.0,severe_toxic,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,False,,0.9408962303403512,0.9298721163929267,0.9398491520407524,0.9314474952410785
1492,124.0,obscene,multi,{'alpha': 0.5},count,0.0,0.0,4000,english,False,,0.9641549471581926,0.8194975017123428,0.9644493870120087,0.8292412720041225
1493,124.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,False,,0.9235666139635517,0.8779453387226697,0.9257598450265913,0.8847551792844964
1494,124.0,threat,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,False,,0.9897228925688608,0.6178710113841188,0.9907177385361828,0.8049047909734341
1495,124.0,threat,bern,{'alpha': 1.0},count,0.0,0.0,4000,english,False,,0.9814221519514021,0.7255213618128964,0.9807897545357525,0.7968298266477342
1496,124.0,insult,multi,{'alpha': 0.1},count,0.0,0.0,4000,english,False,,0.960223017392028,0.7922650621974514,0.9604225895267392,0.8052621354960999
1497,124.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,False,,0.921132562203545,0.8717053638577483,0.9226657578719855,0.872390878439655
1498,124.0,identity_hate,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,False,,0.9780311225763502,0.6756123351903035,0.9795969615167305,0.7790554312430343
1499,124.0,identity_hate,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,False,,0.9599733710576683,0.8044891318832285,0.9583778014941302,0.8621477949806149
1500,125.0,toxic,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,False,,0.9450361987184821,0.788635955589616,0.9462974090383218,0.7957503634016614
1501,125.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,False,,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1502,125.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,False,,0.9805899975035367,0.7516638238440548,0.9813188882810328,0.8071738432005654
1503,125.0,severe_toxic,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,False,,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1504,125.0,obscene,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,False,,0.9646126321045186,0.8223942559669967,0.964601849277598,0.8281338416764634
1505,125.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,False,,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1506,125.0,threat,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,False,,0.9897436964300574,0.621076139589247,0.9903320986879277,0.7923250297302127
1507,125.0,threat,bern,{'alpha': 1.0},count,1.0,0.0,4000,english,False,,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1508,125.0,insult,multi,{'alpha': 1.0},count,1.0,0.0,4000,english,False,,0.9604726637263876,0.793625412264491,0.9602342537868936,0.8014990584389854
1509,125.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,False,,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1510,125.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,4000,english,False,,0.9790089040525921,0.6772367766372638,0.9786642511860667,0.6904281732880205
1511,125.0,identity_hate,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,False,,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1512,126.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,False,,0.944932179412499,0.7533185583896456,0.94631534577545,0.7634790266233059
1513,126.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,False,,0.7803944412082882,0.8139737388781244,0.7819699918387846,0.8212569301980012
1514,126.0,severe_toxic,multi,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,False,,0.9902637929599734,0.505290295171763,0.9899913006824929,0.5092677405363726
1515,126.0,severe_toxic,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,english,False,,0.9408962303403512,0.9298721163929267,0.9398491520407524,0.9314474952410785
1516,126.0,obscene,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,False,,0.9674419572272613,0.7730543426167528,0.9677587150121522,0.7875098450065146
1517,126.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,False,,0.9235666139635517,0.8779453387226697,0.9257598450265913,0.8847551792844964
1518,126.0,threat,multi,{'alpha': 1.0},tfidf,0.0,0.0,4000,english,False,,0.996775401514521,0.5032051282051282,0.9971032169538039,0.5092852899873805
1519,126.0,threat,bern,{'alpha': 1.0},tfidf,0.0,0.0,4000,english,False,,0.9814221519514021,0.7255213618128964,0.9807897545357525,0.7968298266477342
1520,126.0,insult,multi,{'alpha': 0.001},tfidf,0.0,0.0,4000,english,False,,0.9633644004327203,0.7394205269451883,0.9639112848981641,0.7581883272442485
1521,126.0,insult,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,False,,0.921132562203545,0.8717053638577483,0.9226657578719855,0.872390878439655
1522,126.0,identity_hate,multi,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,False,,0.9908879087958725,0.5,0.9913275875985399,0.5
1523,126.0,identity_hate,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,english,False,,0.9599733710576683,0.8044891318832285,0.9583778014941302,0.8621477949806149
1524,127.0,toxic,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,english,False,,0.9447449446617292,0.7531174086873536,0.9464139978296549,0.7628245761809216
1525,127.0,toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,False,,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1526,127.0,severe_toxic,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,False,,0.9902637929599734,0.5074106148328716,0.9899823323139287,0.5101406753250926
1527,127.0,severe_toxic,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,False,,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1528,127.0,obscene,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,english,False,,0.9671507031705084,0.7766941803731569,0.9678125252235366,0.7914981484117629
1529,127.0,obscene,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,False,,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1530,127.0,threat,multi,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,False,,0.996775401514521,0.5032051282051282,0.9971301220594961,0.5046538879218885
1531,127.0,threat,bern,{'alpha': 1.0},tfidf,1.0,0.0,4000,english,False,,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1532,127.0,insult,multi,{'alpha': 0.001},tfidf,1.0,0.0,4000,english,False,,0.9635308313222934,0.7397128242935784,0.9638395379496516,0.7580653625537881
1533,127.0,insult,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,False,,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1534,127.0,identity_hate,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,False,,0.9909087126570691,0.5011415525114156,0.991336555967104,0.500517063081696
1535,127.0,identity_hate,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,False,,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1536,128.0,toxic,multi,{'alpha': 1.0},count,0.0,0.0,4000,english,True,ascii,0.9475534659232754,0.8192313354123086,0.9487457736563142,0.8257991298570277
1537,128.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,True,ascii,0.7822043771323958,0.820639041920112,0.7841224002941625,0.8275775037511437
1538,128.0,severe_toxic,multi,{'alpha': 0.0001},count,0.0,0.0,4000,english,True,ascii,0.9850836315220105,0.7804366795058153,0.9863501430454786,0.851394757556043
1539,128.0,severe_toxic,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,True,ascii,0.9504243987684114,0.9421040585088385,0.9492210971902101,0.9344264274756433
1540,128.0,obscene,multi,{'alpha': 1.0},count,0.0,0.0,4000,english,True,ascii,0.9704169093783807,0.86206165152395,0.9719828166058312,0.8693346831939197
1541,128.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,True,ascii,0.9380461013564118,0.8937368052403464,0.9398043101979319,0.9002519003470577
1542,128.0,threat,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,True,ascii,0.9931347258051094,0.6259718672266676,0.9948521564442212,0.8704581991840176
1543,128.0,threat,bern,{'alpha': 1.0},count,0.0,0.0,4000,english,True,ascii,0.9884122493134726,0.732222482671222,0.987596746275885,0.7878567967704836
1544,128.0,insult,multi,{'alpha': 0.1},count,0.0,0.0,4000,english,True,ascii,0.9646334359657153,0.8210098673868109,0.9658574208765683,0.8360705646520795
1545,128.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,True,ascii,0.9336980943663143,0.8781014449054592,0.9346923401164094,0.8802535070949309
1546,128.0,identity_hate,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,True,ascii,0.983273695597903,0.6827819464536855,0.9857044205088652,0.8098130177226486
1547,128.0,identity_hate,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,True,ascii,0.9688566197886328,0.7987921065826094,0.96845824776015,0.8574938577007373
1548,129.0,toxic,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,True,ascii,0.9450361987184821,0.788635955589616,0.9462974090383218,0.7957503634016614
1549,129.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,True,ascii,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1550,129.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,True,ascii,0.9805899975035367,0.7516638238440548,0.9813188882810328,0.8071738432005654
1551,129.0,severe_toxic,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,True,ascii,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1552,129.0,obscene,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,True,ascii,0.9646126321045186,0.8223942559669967,0.964601849277598,0.8281338416764634
1553,129.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,True,ascii,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1554,129.0,threat,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,True,ascii,0.9897436964300574,0.621076139589247,0.9903320986879277,0.7923250297302127
1555,129.0,threat,bern,{'alpha': 1.0},count,1.0,0.0,4000,english,True,ascii,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1556,129.0,insult,multi,{'alpha': 1.0},count,1.0,0.0,4000,english,True,ascii,0.9604726637263876,0.793625412264491,0.9602342537868936,0.8014990584389854
1557,129.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,True,ascii,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1558,129.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,4000,english,True,ascii,0.9790089040525921,0.6772367766372638,0.9786642511860667,0.6904281732880205
1559,129.0,identity_hate,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,True,ascii,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1560,130.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,True,ascii,0.9496754597653324,0.7563306627175775,0.9512658852228191,0.765675229013922
1561,130.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,True,ascii,0.7822043771323958,0.820639041920112,0.7841224002941625,0.8275775037511437
1562,130.0,severe_toxic,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,ascii,0.99034700840476,0.6389124497456484,0.9908791691703362,0.6689760728657141
1563,130.0,severe_toxic,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,english,True,ascii,0.9504243987684114,0.9421040585088385,0.9492210971902101,0.9344264274756433
1564,130.0,obscene,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,ascii,0.9735999001414662,0.7804744358707563,0.9744222128552595,0.7923759964495963
1565,130.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,True,ascii,0.9380461013564118,0.8937368052403464,0.9398043101979319,0.9002519003470577
1566,130.0,threat,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,True,ascii,0.9968586169593077,0.5511672574934389,0.9974350465906747,0.6054461526308648
1567,130.0,threat,bern,{'alpha': 1.0},tfidf,0.0,0.0,4000,english,True,ascii,0.9884122493134726,0.732222482671222,0.987596746275885,0.7878567967704836
1568,130.0,insult,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,ascii,0.9691270699841891,0.7367114913478617,0.9696420724106077,0.7503826154786506
1569,130.0,insult,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,english,True,ascii,0.9336980943663143,0.8781014449054592,0.9346923401164094,0.8802535070949309
1570,130.0,identity_hate,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,english,True,ascii,0.9912831821586087,0.5714559144547439,0.9919105315552048,0.5869132258352064
1571,130.0,identity_hate,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,english,True,ascii,0.9688566197886328,0.7987921065826094,0.96845824776015,0.8574938577007373
1572,131.0,toxic,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,english,True,ascii,0.9447449446617292,0.7531174086873536,0.9464139978296549,0.7628245761809216
1573,131.0,toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,ascii,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1574,131.0,severe_toxic,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,ascii,0.9902637929599734,0.5074106148328716,0.9899823323139287,0.5101406753250926
1575,131.0,severe_toxic,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,True,ascii,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1576,131.0,obscene,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,english,True,ascii,0.9671507031705084,0.7766941803731569,0.9678125252235366,0.7914981484117629
1577,131.0,obscene,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,ascii,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1578,131.0,threat,multi,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,True,ascii,0.996775401514521,0.5032051282051282,0.9971301220594961,0.5046538879218885
1579,131.0,threat,bern,{'alpha': 1.0},tfidf,1.0,0.0,4000,english,True,ascii,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1580,131.0,insult,multi,{'alpha': 0.001},tfidf,1.0,0.0,4000,english,True,ascii,0.9635308313222934,0.7397128242935784,0.9638395379496516,0.7580653625537881
1581,131.0,insult,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,ascii,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1582,131.0,identity_hate,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,english,True,ascii,0.9909087126570691,0.5011415525114156,0.991336555967104,0.500517063081696
1583,131.0,identity_hate,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,english,True,ascii,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1584,132.0,toxic,multi,{'alpha': 2.0},count,0.0,0.0,4000,english,False,ascii,0.9446617292169428,0.7903824595692311,0.9461449467727325,0.7984604013071235
1585,132.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,False,ascii,0.7807689107098278,0.8137900009961088,0.7822480112642709,0.8213273027169006
1586,132.0,severe_toxic,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,False,ascii,0.9806524090871266,0.7442742169732007,0.9816148444436472,0.8108331927744712
1587,132.0,severe_toxic,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,False,ascii,0.9409586419239411,0.9299036283359531,0.9400195510434697,0.931533565456254
1588,132.0,obscene,multi,{'alpha': 0.1},count,0.0,0.0,4000,english,False,ascii,0.9641965548805859,0.8183814148755039,0.964610817646162,0.8289305549033225
1589,132.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,False,ascii,0.9239202796038944,0.8773731549172201,0.9260288960835135,0.8847389022219035
1590,132.0,threat,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,False,ascii,0.9896396771240742,0.6178292681882597,0.9907087701676188,0.8064485916619315
1591,132.0,threat,bern,{'alpha': 1.0},count,0.0,0.0,4000,english,False,ascii,0.9815885828409753,0.7287995406107779,0.9809511851699058,0.7984590735905376
1592,132.0,insult,multi,{'alpha': 0.1},count,0.0,0.0,4000,english,False,ascii,0.9602022135308313,0.792254133474582,0.9604225895267392,0.8051769269575325
1593,132.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,4000,english,False,ascii,0.9215070317050844,0.8716972133039641,0.9230962395630611,0.8727026238895804
1594,132.0,identity_hate,multi,{'alpha': 0.0},count,0.0,0.0,4000,english,False,ascii,0.9780519264375468,0.6756228327758588,0.9796059298852946,0.7790599546562209
1595,132.0,identity_hate,bern,{'alpha': 2.0},count,0.0,0.0,4000,english,False,ascii,0.9599317633352751,0.8022060268603974,0.958467485179771,0.8616804894439722
1596,133.0,toxic,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,False,ascii,0.9450361987184821,0.788635955589616,0.9462974090383218,0.7957503634016614
1597,133.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,False,ascii,0.7850961138387285,0.8161814653081029,0.7868846578118975,0.8226825622115542
1598,133.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,False,ascii,0.9805899975035367,0.7516638238440548,0.9813188882810328,0.8071738432005654
1599,133.0,severe_toxic,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,False,ascii,0.9475118582008821,0.9332123823537257,0.9464678080410392,0.933474446398882
1600,133.0,obscene,multi,{'alpha': 2.0},count,1.0,0.0,4000,english,False,ascii,0.9646126321045186,0.8223942559669967,0.964601849277598,0.8281338416764634
1601,133.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,False,ascii,0.9323250395273363,0.8814259694564822,0.9334547052545672,0.8851766683649588
1602,133.0,threat,multi,{'alpha': 0.0},count,1.0,0.0,4000,english,False,ascii,0.9897436964300574,0.621076139589247,0.9903320986879277,0.7923250297302127
1603,133.0,threat,bern,{'alpha': 1.0},count,1.0,0.0,4000,english,False,ascii,0.9819214446201215,0.7289665133942141,0.9813726984924173,0.7878323556222265
1604,133.0,insult,multi,{'alpha': 1.0},count,1.0,0.0,4000,english,False,ascii,0.9604726637263876,0.793625412264491,0.9602342537868936,0.8014990584389854
1605,133.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,4000,english,False,ascii,0.92964134143297,0.8704389196791886,0.930539985471243,0.8711664781801697
1606,133.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,4000,english,False,ascii,0.9790089040525921,0.6772367766372638,0.9786642511860667,0.6904281732880205
1607,133.0,identity_hate,bern,{'alpha': 2.0},count,1.0,0.0,4000,english,False,ascii,0.9621161687609221,0.7987840536402654,0.9609517232720196,0.8572955385430729
1608,134.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,english,False,ascii,0.9449737871348922,0.7536345718820994,0.9463601876182703,0.7635038309174252
